url,caption
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-412.jpg,a graffiti covered wall with graffiti on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0927/Ebi0927.1-068.jpg,a picture of a person on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5684.jpg,a picture of a drawing on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000436/w0000000/w0000007.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000296/w0000000/w0000004.jpg,a painting of a man standing next to a mural on a wall
http://data.ukiyo-e.org/honolulu/images/3866.jpg,a group of people standing in front of a wall
http://data.ukiyo-e.org/honolulu/images/5049.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000449/w0000000/w0000006.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000017/w0000651/w0000000/w0000007.jpg,a picture of a woman sitting on a wall
http://data.ukiyo-e.org/honolulu/images/5243.jpg,a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/6110.jpg,a painting of a horse and a horse on a beach
http://data.ukiyo-e.org/honolulu/images/6059.jpg,a painting of a person on a skate board
http://data.ukiyo-e.org/honolulu/images/3770.jpg,a group of people walking down a street
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-325.jpg,a black and white photo of a woman holding a tennis racket
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1029.jpg,a wall with a bunch of people on it
http://data.ukiyo-e.org/honolulu/images/5926.jpg,a bunch of boats that are sitting in the water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000221/w0000001/w0000001.jpg,a painting of a painting on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0855.jpg,a painting of a painting on a wall of a building
http://data.ukiyo-e.org/honolulu/images/5071.jpg,a large black and white kite on the beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000439/w0000000/w0000010.jpg,a painting of a painting on a wall
http://data.ukiyo-e.org/honolulu/images/3814.jpg,a group of people standing next to each other
http://data.ukiyo-e.org/honolulu/images/5440.jpg,a group of young children playing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6144.jpg,a painting on a wall with a painting on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000139/w0000000/w0000031.jpg,a picture of a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/3935.jpg,a painting of a person on a ski slope
http://data.ukiyo-e.org/honolulu/images/3532.jpg,a large building with a mural on the wall
http://data.ukiyo-e.org/honolulu/images/7339.jpg,a cat that is sitting on a bed
http://data.ukiyo-e.org/honolulu/images/5102.jpg,a group of people standing around a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000005.jpg,a wall with a bunch of pictures on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-551.jpg,a black and white photo of a man holding a tennis racket
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-084.jpg,a black and white photo of a picture of a person holding a umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3262.jpg,a wall with a painting of a man on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1795.jpg,a painting of a man holding a skateboard
http://data.ukiyo-e.org/honolulu/images/4520.jpg,a group of people walking around a building
http://data.ukiyo-e.org/honolulu/images/3989.jpg,a group of people sitting in a swimming pool
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1661.jpg,a group of people walking in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2358.jpg,a building with a clock on the wall
http://data.ukiyo-e.org/honolulu/images/5002.jpg,a painting of a man on a skate board
http://data.ukiyo-e.org/honolulu/images/6832.jpg,a painting of a woman on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0165/Z0165-088.jpg,a black and white photo of a man and a woman
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000339/w0000000/w0000004.jpg,a painting on the wall of a painting on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-521.jpg,a painting of a bird sitting on top of a statue
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1509.jpg,a bunch of kites that are on the ground
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0939.jpg,a painting of an umbrella on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000142/w0000000/w0000002.jpg,a painting of a building with a mural on it
http://data.ukiyo-e.org/honolulu/images/6063.jpg,a large body of water with a mountain in the background
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000011.jpg,a wall with a picture painted on it
http://data.ukiyo-e.org/honolulu/images/6228.jpg,a painting of a painting of a man and a woman
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3221.jpg,a painting of a woman standing next to a painting
http://data.ukiyo-e.org/honolulu/images/6224.jpg,a painting of a painting on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000139/w0000000/w0000056.jpg,a painting of a painting of a painting on a wall
http://data.ukiyo-e.org/honolulu/images/7416.jpg,a painting of a man and a horse on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0978.jpg,a blue and white photo of a man and a kite
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000112/w0000001/w0000010.jpg,a painting of a painting on a wall with a painting on it
http://data.ukiyo-e.org/honolulu/images/3186.jpg,a picture of a woman sitting on a wall
http://data.ukiyo-e.org/honolulu/images/5784.jpg,a group of people sitting on top of a sandy beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0927/Ebi0927.1-093.jpg,a painting of a painting on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000016/w0000580/w0000000/w0000004.jpg,a painting of a painting on the wall of a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000560/w0000000/w0000004.jpg,a picture of a painting on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2574.jpg,a painting of a tree with a tree in the background
http://data.ukiyo-e.org/honolulu/images/7885.jpg,a young man laying in a bed with a cat
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1576.jpg,a picture of a woman holding a kite
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4768.jpg,a wall with a bunch of <unk> on it
http://data.ukiyo-e.org/honolulu/images/3944.jpg,a blue and white surfboard sitting on a table
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5316.jpg,a painting of a wall with a mural on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000024.jpg,a picture of a painting on the wall of a <unk>
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000134/w0000002/w0000005.jpg,a painting of a painting on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000194/w0000000/w0000004.jpg,a wall with a painting on the wall
http://data.ukiyo-e.org/honolulu/images/2943.jpg,an aerial view of a city with houses and buildings
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000013.jpg,a picture of a painting on a wall
http://data.ukiyo-e.org/honolulu/images/4498.jpg,a couple of boats that are floating in the water
http://data.ukiyo-e.org/honolulu/images/7410.jpg,a bunch of boats that are sitting in the water
https://data.ukiyo-e.org/bm/images/AN00513199_001_l.jpg,a picture of a sign that reads <unk>
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0162/Z0162-074.jpg,a black and white photo of a group of people
http://data.ukiyo-e.org/honolulu/images/7898.jpg,a black and white photo of a chair with an umbrella
http://data.ukiyo-e.org/honolulu/images/4871.jpg,a group of people standing in a room
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-274.jpg,a black and white photo of a group of people
https://data.ukiyo-e.org/bm/images/AN00129970_001_l.jpg,a black and white photo of a horse drawn carriage
http://data.ukiyo-e.org/honolulu/images/3764.jpg,a group of people on a boat in the water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1719.jpg,a painting of a painting on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3122.jpg,a group of people sitting around a table
http://data.ukiyo-e.org/honolulu/images/4995.jpg,a view of a lake with a boat on it
http://data.ukiyo-e.org/honolulu/images/3323.jpg,a boat that is sitting in the water
https://data.ukiyo-e.org/bm/images/AN00020744_001_l.jpg,a group of people standing next to a mural
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000034.jpg,a painting of a woman sitting on a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0537.jpg,a picture of a man and a woman in a costume
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0863.jpg,a group of people standing next to each other
http://data.ukiyo-e.org/honolulu/images/8207.jpg,a black and white photo of a woman on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0168/Z0168-369.jpg,a black and white photo of a man holding a tennis racket
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-032.jpg,a black and white photo of people standing in front of a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1185.jpg,a painting of a man standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0137.jpg,a group of people on a wall in a room
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0998/Ebi0998_24.jpg,a painting of a man and a woman on a wall
http://data.ukiyo-e.org/honolulu/images/5405.jpg,a group of people standing next to a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000220/w0000000/w0000009.jpg,a painting of a painting on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000004/w0000022.jpg,a painting with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000359/w0000000/w0000008.jpg,a wall with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1519.jpg,a painting of a person holding a kite
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-014.jpg,a black and white photo of a group of people
http://data.ukiyo-e.org/honolulu/images/4273.jpg,a group of people standing in front of a window
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1528.jpg,a painting of a person on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0168/Z0168-444.jpg,a black and white photo of a woman holding an umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2123.jpg,a painting of a painting of a man on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-187.jpg,a black and white photo of a woman holding a <unk>
http://data.ukiyo-e.org/tnm/images/C0007254.jpg,a group of people standing in front of a store window
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi1027.1.jpg,a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/5595.jpg,a group of people sitting next to a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-078.jpg,a black and white photo of a person holding a <unk>
http://data.ukiyo-e.org/honolulu/images/4445.jpg,a black and white photo of a mural on a wall
https://data.ukiyo-e.org/bm/images/AN00583063_001_l.jpg,a picture of a picture of a man with a tie
http://data.ukiyo-e.org/honolulu/images/5295.jpg,a view of a beach with people and a boat
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2573.jpg,a picture of a mountain in the background
http://data.ukiyo-e.org/honolulu/images/4172.jpg,a cat sitting in front of a wall with graffiti
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3508.jpg,a painting of a person standing next to a painting
http://data.ukiyo-e.org/tnm/images/C0007244.jpg,a couple of people standing next to each other
http://data.ukiyo-e.org/honolulu/images/6943.jpg,a group of people standing next to each other
http://data.ukiyo-e.org/honolulu/images/7582.jpg,a black and white photo of a bench
http://data.ukiyo-e.org/honolulu/images/4303.jpg,a group of people standing next to each other
https://data.ukiyo-e.org/bm/images/AN00583054_001_l.jpg,a painting of a picture of a person on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1996.jpg,a painting of a painting on a wall
http://data.ukiyo-e.org/honolulu/images/7961.jpg,a picture of a building with a mural on the wall
http://data.ukiyo-e.org/honolulu/images/5125.jpg,a painting of a woman holding a tennis racket
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000024.jpg,a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/5785.jpg,a group of people sitting on chairs with surfboards
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5045.jpg,a black and white photo of a parking meter
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000017.jpg,a painting of a man sitting on top of a painting
http://data.ukiyo-e.org/honolulu/images/4547.jpg,a group of people riding horses on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1816.jpg,a wall covered with graffiti on a wall
http://data.ukiyo-e.org/honolulu/images/6173.jpg,a group of mannequins standing in front of a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0840.jpg,a wall with a picture of a painting on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3223.jpg,a group of people standing next to a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6175.jpg,a painting of a cartoon character on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000061.jpg,a painting on a wall with a painting on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2113.jpg,a wall with a painting of a man on it
http://data.ukiyo-e.org/honolulu/images/5167.jpg,a group of people standing on top of a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1040.jpg,a painting of a kite on the wall
http://data.ukiyo-e.org/honolulu/images/3956.jpg,a couple of boats that are sitting in the water
http://data.ukiyo-e.org/honolulu/images/5802.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000015/w0000480/w0000001/w0000028.jpg,a wall with a picture of a painting on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0867.jpg,a painting of a man and a woman holding an umbrella
http://data.ukiyo-e.org/honolulu/images/5604.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000449/w0000000/w0000022.jpg,a view of a building with a mountain in the background
http://data.ukiyo-e.org/honolulu/images/4377.jpg,a bunch of boats that are in a pool
http://data.ukiyo-e.org/honolulu/images/4346.jpg,a group of people standing around a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi1305.jpg,a woman is holding a yellow and yellow kite
http://data.ukiyo-e.org/honolulu/images/7119.jpg,a flock of birds sitting on top of a rock
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000031.jpg,a painting on a wall with a painting on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2854.jpg,a painting of a painting on a wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000020/w0000702/w0000000/w0000003.jpg,a group of men standing next to each other
http://data.ukiyo-e.org/honolulu/images/7379.jpg,a group of people sitting on top of a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000339/w0000000/w0000002.jpg,a painting of a painting on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000296/w0000000/w0000003.jpg,a painting of a colorful advertisement on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1521.jpg,a bunch of kites flying in the air
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000289/w0000000/w0000001.jpg,a picture of a picture of a man flying a kite
http://data.ukiyo-e.org/honolulu/images/4357.jpg,a group of people sitting on top of a stone wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3116.jpg,a large group of people in a room
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0163/Z0163-207.jpg,a picture of a person holding an umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-069.jpg,a black and white photo of people holding a snowboard
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3279.jpg,a view of a building and a building in the background
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4789.jpg,a group of people walking past a wall with graffiti on it
http://data.ukiyo-e.org/honolulu/images/4505.jpg,a view of a building with a boat in the background
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6077-10.jpg,a wall with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000220/w0000000/w0000006.jpg,a painting of a boat with a boat on it
http://data.ukiyo-e.org/honolulu/images/6079.jpg,a painting of a man on the side of a building
http://data.ukiyo-e.org/honolulu/images/3614.jpg,a view of a boat that is in the water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0927/Ebi0927.1-100.jpg,a painting of a painting of a man on a wall
http://data.ukiyo-e.org/honolulu/images/7321.jpg,a bunch of colorful kites hanging from a wall
http://data.ukiyo-e.org/honolulu/images/5165.jpg,a group of people standing on top of a bridge
http://data.ukiyo-e.org/honolulu/images/4310.jpg,a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/7152.jpg,a painting of a painting of a person on a <unk>
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-444.jpg,a black and white photo of a person with a umbrella
http://data.ukiyo-e.org/honolulu/images/5676.jpg,a group of people sitting in front of a building
http://data.ukiyo-e.org/honolulu/images/3608.jpg,a group of people sitting on top of a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000329/w0000000/w0000003.jpg,a painting of a picture of a man and a boat
http://data.ukiyo-e.org/honolulu/images/5333.jpg,a swimming pool with a bunch of birds on it
http://data.ukiyo-e.org/honolulu/images/5902.jpg,a painting of a man and a woman holding an umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000054.jpg,a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/4482.jpg,a painting of a man standing in front of a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000530/w0000000/w0000009.jpg,a view of a building with a building in the background
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6174.jpg,a wall with a picture of a drawing on it
http://data.ukiyo-e.org/honolulu/images/3894.jpg,a group of people standing on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0998/Ebi0998_12.jpg,a painting of a woman on a colorful wall
http://data.ukiyo-e.org/honolulu/images/4504.jpg,a picture of a man with a surfboard in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-283.jpg,a black and white photo of a man and a woman
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-151.jpg,a black and white photo of a man on a wall
http://data.ukiyo-e.org/honolulu/images/7260.jpg,a wall with a bunch of decorations on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000143/w0000010/w0000045.jpg,a picture of a bunch of pictures on the wall
http://data.ukiyo-e.org/honolulu/images/3027.jpg,a wall with pictures of <unk> on it
http://data.ukiyo-e.org/honolulu/images/2897.jpg,a group of people sitting in front of a store
http://data.ukiyo-e.org/honolulu/images/4699.jpg,a blue and white building with a mural on the wall
http://data.ukiyo-e.org/honolulu/images/3873.jpg,a group of people walking in the rain
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5437.jpg,a black and white photo of a wall with a picture of a man on a wall
http://data.ukiyo-e.org/honolulu/images/5061.jpg,a group of people laying on top of a wooden pole
http://data.ukiyo-e.org/honolulu/images/5979.jpg,a picture of a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0927/Ebi0927.1-042.jpg,a painting of a person on a skateboard
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0163/Z0163-003.jpg,a painting of a woman sitting on a wall
http://data.ukiyo-e.org/honolulu/images/3997.jpg,a large body of water with boats in it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5682.jpg,a black and white wall with graffiti on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0984.jpg,a painting of a woman in a dress and umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4648.jpg,a painting of a painting of a painting on a wall
http://data.ukiyo-e.org/honolulu/images/6824.jpg,a painting of a woman on a wall next to a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-413.jpg,a black and white photo of a person holding a umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3117.jpg,a group of people sitting around a table
http://data.ukiyo-e.org/honolulu/images/5090.jpg,a group of people with umbrellas walking down a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1803.jpg,a building with a painting of a woman on it
http://data.ukiyo-e.org/honolulu/images/3776.jpg,a large body of water next to a body of water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2129.jpg,a painting of a man holding a blue umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-128.jpg,a black and white photo of a city
http://data.ukiyo-e.org/honolulu/images/3925.jpg,a large body of water next to a tree
http://data.ukiyo-e.org/honolulu/images/4427.jpg,a view of a bunch of planes in the air
http://data.ukiyo-e.org/honolulu/images/4483.jpg,a picture of a group of people on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1513.jpg,a woman is holding a kite in front of a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4794.jpg,a wall with a wall of graffiti on it
http://data.ukiyo-e.org/honolulu/images/7434.jpg,a group of birds sitting on top of a beach
http://data.ukiyo-e.org/honolulu/images/4202.jpg,a bird that is flying in the air
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-098.jpg,a black and white photo of a <unk> <unk>
http://data.ukiyo-e.org/honolulu/images/5927.jpg,a church with a building and a building in the background
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-248.jpg,a black and white photo of a painting of a man holding a skateboard
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2159.jpg,a painting of a man holding a pair of scissors
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000116/w0000000/w0000003.jpg,a painting of a woman on a wall with a painting on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000081.jpg,a wall with a white wall with graffiti on it
http://data.ukiyo-e.org/honolulu/images/5441.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0916.jpg,a group of people standing next to each other
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000019.jpg,a painting of a painting on a wall
